timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1751093054573,1446,Sign In-76,200,,Thread Group 1-1,text,true,,4650,559,1,1,https://petstore.octoperf.com/actions/Account.action?signonForm=,1445,0,1202
1751093056024,249,Sign In-77,200,,Thread Group 1-1,text,true,,4175,963,2,2,https://petstore.octoperf.com/actions/Account.action,249,0,0
1751093054440,1695,Sign In,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,8825,1522,2,2,null,1694,138,1202
1751093056350,261,Select Pet-79,200,,Thread Group 1-1,text,true,,3928,630,2,2,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,261,0,0
1751093056274,261,Select Pet,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,3928,630,2,2,null,261,77,0
1751093056698,218,Select Pet type-80,200,,Thread Group 1-1,text,true,,4106,662,2,2,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-01,218,0,0
1751093056612,218,Select Pet type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4106,662,2,2,null,218,86,0
1751093056205,888,Sign In-76,200,,Thread Group 1-2,text,true,,4654,559,2,2,https://petstore.octoperf.com/actions/Account.action?signonForm=,887,0,674
1751093057026,240,Select sub type-81,200,,Thread Group 1-1,text,true,,3807,655,2,2,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-1,240,0,0
1751093056916,240,Select sub type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,3807,655,2,2,null,240,111,0
1751093057094,237,Sign In-77,200,,Thread Group 1-2,text,true,,4177,963,2,2,https://petstore.octoperf.com/actions/Account.action,237,0,0
1751093056099,1125,Sign In,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,8831,1522,2,2,null,1124,107,674
1751093057292,238,Add pet to cart-83,200,,Thread Group 1-1,text,true,,4664,655,2,2,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-1,237,0,0
1751093057267,238,Add pet to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4664,655,2,2,null,237,25,0
1751093057357,218,Select Pet-79,200,,Thread Group 1-2,text,true,,3928,630,2,2,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,218,0,0
1751093057332,218,Select Pet,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,3928,630,2,2,null,218,25,0
1751093057626,237,Proceed to checkout-84,200,,Thread Group 1-1,text,true,,4222,644,3,3,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,237,0,0
1751093057530,237,Proceed to checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4222,644,3,3,null,237,97,0
1751093057640,237,Select Pet type-80,200,,Thread Group 1-2,text,true,,4106,662,3,3,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-01,237,0,0
1751093057575,237,Select Pet type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,4106,662,3,3,null,237,65,0
1751093057927,243,Payment Address-85,200,,Thread Group 1-1,text,true,,4504,1287,3,3,https://petstore.octoperf.com/actions/Order.action,243,0,0
1751093057864,243,Payment Address,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4504,1287,3,3,null,243,64,0
1751093057989,235,Select sub type-81,200,,Thread Group 1-2,text,true,,3807,655,3,3,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-1,235,0,0
1751093057877,235,Select sub type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,3807,655,3,3,null,235,113,0
1751093058299,220,Add pet to cart-83,200,,Thread Group 1-2,text,true,,4664,655,3,3,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-1,219,0,0
1751093058225,220,Add pet to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,4664,655,3,3,null,219,74,0
1751093057783,924,Sign In-76,200,,Thread Group 1-3,text,true,,4656,559,3,3,https://petstore.octoperf.com/actions/Account.action?signonForm=,924,0,699
1751093058250,458,Payment Confirmation-86,500,,Thread Group 1-1,text,false,,15419,621,3,3,https://petstore.octoperf.com/actions/Order.action?newOrder=&confirmed=true,250,0,0
1751093058171,458,Payment Confirmation,,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-1,,false,,15419,621,3,3,null,250,80,0
1751093058627,243,Proceed to checkout-84,200,,Thread Group 1-2,text,true,,4224,644,3,3,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,243,0,0
1751093058519,243,Proceed to checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,4224,644,3,3,null,243,109,0
1751093058708,219,Sign In-77,200,,Thread Group 1-3,text,true,,4177,963,3,3,https://petstore.octoperf.com/actions/Account.action,219,0,0
1751093057761,1143,Sign In,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-3,,true,,8833,1522,3,3,null,1143,24,699
1751093058924,232,Payment Address-85,200,,Thread Group 1-2,text,true,,4504,1287,3,3,https://petstore.octoperf.com/actions/Order.action,231,0,0
1751093058871,232,Payment Address,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,4504,1287,3,3,null,231,53,0
1751093058745,431,Sign Out-87,200,,Thread Group 1-1,text,true,,5278,1255,3,3,https://petstore.octoperf.com/actions/Catalog.action,210,0,0
1751093058745,210,Sign Out-87-0,302,,Thread Group 1-1,,true,,230,632,3,3,https://petstore.octoperf.com/actions/Account.action?signoff=,210,0,0
1751093058957,219,Sign Out-87-1,200,,Thread Group 1-1,text,true,,5048,623,3,3,https://petstore.octoperf.com/actions/Catalog.action,218,0,0
1751093059025,228,Select Pet-79,200,,Thread Group 1-3,text,true,,3928,630,3,3,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,228,0,0
1751093058928,228,Select Pet,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,3928,630,3,3,null,228,97,0
1751093059177,226,Sign Out-88,200,,Thread Group 1-1,text,true,,4973,623,3,3,https://petstore.octoperf.com/actions/Catalog.action,226,0,0
1751093058710,657,Sign Out,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,10251,1878,3,3,null,436,36,0
1751093054440,4247,Transaction Controller,,"Number of samples in transaction : 19, number of failing samples : 1",Thread Group 1-1,,false,,59726,8554,3,3,null,3816,716,1202
1751093059306,216,Select Pet type-80,200,,Thread Group 1-3,text,true,,4106,662,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-01,215,0,0
1751093059253,216,Select Pet type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,4106,662,4,4,null,215,53,0
1751093059450,218,Sign In-76,200,,Thread Group 1-1,text,true,,4093,612,4,4,https://petstore.octoperf.com/actions/Account.action?signonForm=,218,0,0
1751093059211,457,Payment Confirmation-86,500,,Thread Group 1-2,text,false,,15419,621,4,4,https://petstore.octoperf.com/actions/Order.action?newOrder=&confirmed=true,247,0,0
1751093059156,457,Payment Confirmation,,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-2,,false,,15419,621,4,4,null,247,55,0
1751093059669,318,Sign In-77,200,,Thread Group 1-1,text,true,,4173,963,4,4,https://petstore.octoperf.com/actions/Account.action,318,0,0
1751093059644,343,Select sub type-81,200,,Thread Group 1-3,text,true,,3807,655,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-1,343,0,0
1751093059522,343,Select sub type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,3807,655,4,4,null,343,123,0
1751093059404,536,Sign In,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-1,,true,,8266,1575,4,4,null,536,48,0
1751093059698,502,Sign Out-87,200,,Thread Group 1-2,text,true,,5278,1255,4,4,https://petstore.octoperf.com/actions/Catalog.action,289,0,0
1751093059698,289,Sign Out-87-0,302,,Thread Group 1-2,,true,,230,632,4,4,https://petstore.octoperf.com/actions/Account.action?signoff=,289,0,0
1751093059988,212,Sign Out-87-1,200,,Thread Group 1-2,text,true,,5048,623,4,4,https://petstore.octoperf.com/actions/Catalog.action,211,0,0
1751093060020,223,Select Pet-79,200,,Thread Group 1-1,text,true,,3928,630,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,223,0,0
1751093059989,223,Select Pet,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,3928,630,4,4,null,223,31,0
1751093060064,215,Add pet to cart-83,200,,Thread Group 1-3,text,true,,4664,655,4,4,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-1,215,0,0
1751093059988,215,Add pet to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,4664,655,4,4,null,215,76,0
1751093060202,223,Sign Out-88,200,,Thread Group 1-2,text,true,,4973,623,4,4,https://petstore.octoperf.com/actions/Catalog.action,223,0,0
1751093059669,725,Sign Out,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,10251,1878,4,4,null,512,32,0
1751093056099,3692,Transaction Controller,,"Number of samples in transaction : 19, number of failing samples : 1",Thread Group 1-2,,false,,59734,8554,4,4,null,3266,635,674
1751093059484,965,Sign In-76,200,,Thread Group 1-4,text,true,,4656,559,4,4,https://petstore.octoperf.com/actions/Account.action?signonForm=,965,0,729
1751093060331,221,Proceed to checkout-84,200,,Thread Group 1-3,text,true,,4220,644,4,4,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,221,0,0
1751093060279,221,Proceed to checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,4220,644,4,4,null,221,53,0
1751093060333,237,Select Pet type-80,200,,Thread Group 1-1,text,true,,4106,662,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-01,237,0,0
1751093060243,237,Select Pet type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4106,662,4,4,null,237,90,0
1751093060450,234,Sign In-77,200,,Thread Group 1-4,text,true,,4175,963,4,4,https://petstore.octoperf.com/actions/Account.action,234,0,0
1751093059428,1199,Sign In,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-4,,true,,8831,1522,4,4,null,1199,58,729
1751093060512,219,Sign In-76,200,,Thread Group 1-2,text,true,,4095,612,4,4,https://petstore.octoperf.com/actions/Account.action?signonForm=,219,0,0
1751093060621,219,Select sub type-81,200,,Thread Group 1-1,text,true,,3807,655,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-1,219,0,0
1751093060570,219,Select sub type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,3807,655,4,4,null,219,51,0
1751093060635,217,Payment Address-85,200,,Thread Group 1-3,text,true,,4504,1287,4,4,https://petstore.octoperf.com/actions/Order.action,217,0,0
1751093060553,217,Payment Address,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-3,,true,,4504,1287,4,4,null,217,83,0
1751093060732,236,Sign In-77,200,,Thread Group 1-2,text,true,,4175,963,4,4,https://petstore.octoperf.com/actions/Account.action,236,0,0
1751093060426,455,Sign In,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group 1-2,,true,,8270,1575,4,4,null,455,87,0
1751093060780,222,Select Pet-79,200,,Thread Group 1-4,text,true,,3928,630,4,4,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,222,0,0
1751093060685,222,Select Pet,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,3928,630,4,4,null,222,96,0
1751093060906,235,Add pet to cart-83,200,,Thread Group 1-1,text,true,,4664,655,5,5,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-1,233,0,0
1751093060840,235,Add pet to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4664,655,5,5,null,233,67,0
1751093061043,228,Select Pet-79,200,,Thread Group 1-2,text,true,,3928,630,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewCategory=&categoryId=FISH,228,0,0
1751093060968,228,Select Pet,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,3928,630,5,5,null,228,75,0
1751093061050,242,Select Pet type-80,200,,Thread Group 1-4,text,true,,4106,662,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-01,242,0,0
1751093061003,242,Select Pet type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,4106,662,5,5,null,242,47,0
1751093060907,445,Payment Confirmation-86,500,,Thread Group 1-3,text,false,,15419,621,5,5,https://petstore.octoperf.com/actions/Order.action?newOrder=&confirmed=true,233,0,0
1751093060853,445,Payment Confirmation,,"Number of samples in transaction : 1, number of failing samples : 1",Thread Group 1-3,,false,,15419,621,5,5,null,233,55,0
1751093061231,230,Proceed to checkout-84,200,,Thread Group 1-1,text,true,,4220,644,5,5,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,230,0,0
1751093061142,230,Proceed to checkout,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4220,644,5,5,null,230,89,0
1751093061303,226,Select Pet type-80,200,,Thread Group 1-2,text,true,,4106,662,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewProduct=&productId=FI-SW-01,226,0,0
1751093061271,226,Select Pet type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,4106,662,5,5,null,226,33,0
1751093061361,225,Select sub type-81,200,,Thread Group 1-4,text,true,,3807,655,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-1,225,0,0
1751093061292,225,Select sub type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,3807,655,5,5,null,225,70,0
1751093061507,237,Payment Address-85,200,,Thread Group 1-1,text,true,,4504,1287,5,5,https://petstore.octoperf.com/actions/Order.action,234,0,0
1751093061461,237,Payment Address,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-1,,true,,4504,1287,5,5,null,234,46,0
1751093061385,435,Sign Out-87,200,,Thread Group 1-3,text,true,,5278,1255,5,5,https://petstore.octoperf.com/actions/Catalog.action,215,0,0
1751093061385,215,Sign Out-87-0,302,,Thread Group 1-3,,true,,230,632,5,5,https://petstore.octoperf.com/actions/Account.action?signoff=,215,0,0
1751093061601,219,Sign Out-87-1,200,,Thread Group 1-3,text,true,,5048,623,5,5,https://petstore.octoperf.com/actions/Catalog.action,219,0,0
1751093061607,235,Select sub type-81,200,,Thread Group 1-2,text,true,,3807,655,5,5,https://petstore.octoperf.com/actions/Catalog.action?viewItem=&itemId=EST-1,235,0,0
1751093061530,235,Select sub type,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-2,,true,,3807,655,5,5,null,235,77,0
1751093061611,236,Add pet to cart-83,200,,Thread Group 1-4,text,true,,4664,655,5,5,https://petstore.octoperf.com/actions/Cart.action?addItemToCart=&workingItemId=EST-1,235,0,0
1751093061587,236,Add pet to cart,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group 1-4,,true,,4664,655,5,5,null,235,24,0
1751093061821,376,Sign Out-88,200,,Thread Group 1-3,text,true,,4973,623,5,5,https://petstore.octoperf.com/actions/Catalog.action,376,0,0
1751093061878,319,Proceed to checkout-84,200,,Thread Group 1-4,text,true,,4222,644,5,5,https://petstore.octoperf.com/actions/Order.action?newOrderForm=,319,0,0
